Imports/Exports,Time,Commodity Code,Description of Good,Country(Area),Value(USD$ 1000)
Exports,2022,854233, Amplifiers,Indonesia,2139
Exports,2022,854233, Amplifiers,Ireland,3
Exports,2022,854233, Amplifiers,Israel,572
Exports,2022,854233, Amplifiers,Italy,53
Exports,2022,854233, Amplifiers,Japan,788
Exports,2022,854233, Amplifiers,Kenya,3
Exports,2022,854233, Amplifiers,Korea Republic of,1753
Exports,2022,854233, Amplifiers,Lithuania,1198
Exports,2022,854233, Amplifiers,Malaysia,495
Exports,2022,854233, Amplifiers,Mexico,125
Exports,2022,854233, Amplifiers,Netherlands,93
Exports,2022,854233, Amplifiers,Philippines,1407
Exports,2022,854233, Amplifiers,Poland,13
Exports,2022,854233, Amplifiers,Saudi Arabia,3
Exports,2022,854233, Amplifiers,Singapore,4755
Exports,2022,854233, Amplifiers,Spain,3
Exports,2022,854233, Amplifiers,Sweden,15
Exports,2022,854233, Amplifiers,Thailand,4430
Exports,2022,854233, Amplifiers,Tunisia,4
Exports,2022,854233, Amplifiers,T?rkiye,75
Exports,2022,854233, Amplifiers,United Kingdom,1185
Exports,2022,854233, Amplifiers,United States,1955
Exports,2022,854233, Amplifiers,Viet Nam,3412
Exports,2022,854239, Other,Algeria,201
Exports,2022,854239, Other,Arab Emirates United,320
Exports,2022,854239, Other,Argentina,282
Exports,2022,854239, Other,Australia,6783
Exports,2022,854239, Other,Austria,96680
Exports,2022,854239, Other,Bangladesh,1402
Exports,2022,854239, Other,Belarus,5
Exports,2022,854239, Other,Belgium,397605
Exports,2022,854239, Other,Belize,203
Exports,2022,854239, Other,Bosnia and Herzegovina,2
Exports,2022,854239, Other,Brazil,105390
Exports,2022,854239, Other,Bulgaria,72102
Exports,2022,854239, Other,Cambodia,845
Exports,2022,854239, Other,Canada,123906
Exports,2022,854239, Other,Cayman Islands,4
Exports,2022,854239, Other,Chile,12
Exports,2022,854239, Other,China,45567821
Exports,2022,854239, Other,Congo Democratic Republic of,11
Exports,2022,854239, Other,Cook Islands,5
Exports,2022,854239, Other,Costa Rica,8454
Exports,2022,854239, Other,Croatia,7
Exports,2022,854239, Other,Czech Republic,4926
Exports,2022,854239, Other,Denmark,8823
Exports,2022,854239, Other,Dominican Republic,105
Exports,2022,854239, Other,Ecuador,1
Exports,2022,854239, Other,Egypt,25524
Exports,2022,854239, Other,Estonia,3485
Exports,2022,854239, Other,Fiji,142
Exports,2022,854239, Other,Finland,110426
Exports,2022,854239, Other,France,165231
Exports,2022,854239, Other,Georgia,2
Exports,2022,854239, Other,Germany,1302491
Exports,2022,854239, Other,Greece,46
Exports,2022,854239, Other,Guatemala,1
Exports,2022,854239, Other,Honduras,51
Exports,2022,854239, Other,Hong Kong,32816742
Exports,2022,854239, Other,Hungary,67795
Exports,2022,854239, Other,Iceland,158
Exports,2022,854239, Other,India,779701
Exports,2022,854239, Other,Indonesia,150656
Exports,2022,854239, Other,Ireland,76551
Exports,2022,854239, Other,Islamic Republic of Iran,2
Exports,2022,854239, Other,Israel,278516
Exports,2022,854239, Other,Italy,69902
Exports,2022,854239, Other,Japan,13051003
Exports,2022,854239, Other,Kazakhstan,35
Exports,2022,854239, Other,Korea Republic of,13544538
Exports,2022,854239, Other,Kyrgyzstan,129
Exports,2022,854239, Other,Latvia,11594
Exports,2022,854239, Other,Lithuania,18823
Exports,2022,854239, Other,Luxembourg,64
Exports,2022,854239, Other,Macao,7371
Exports,2022,854239, Other,Malaysia,7208863
Exports,2022,854239, Other,Maldives,8
Exports,2022,854239, Other,Malta,45653
Exports,2022,854239, Other,Mexico,234054
Exports,2022,854239, Other,Moldova Republic of,4
Exports,2022,854239, Other,Morocco,385
Exports,2022,854239, Other,Namibia,3
Exports,2022,854239, Other,Netherlands,450945
Exports,2022,854239, Other,New Zealand,1818
Exports,2022,854239, Other,Nicaragua,0
Exports,2022,854239, Other,North Macedonia,264
Exports,2022,854239, Other,Norway,812
Exports,2022,854239, Other,Others,31
Exports,2022,854239, Other,Pakistan,5
Exports,2022,854239, Other,Philippines,3405283
Exports,2022,854239, Other,Poland,99803
Exports,2022,854239, Other,Portugal,167053
Exports,2022,854239, Other,Puerto Rico,762
Exports,2022,854239, Other,Romania,78732
Exports,2022,854239, Other,Russian Federation,7963
Exports,2022,854239, Other,Saint Kitts and Nevis,26
Exports,2022,854239, Other,Saint Vincent and the Grenadines,96
Exports,2022,854239, Other,Serbia,427
Exports,2022,854239, Other,Seychelles,14
Exports,2022,854239, Other,Singapore,15350118
Exports,2022,854239, Other,Slovakia,2070
Exports,2022,854239, Other,Slovenia,2047
Exports,2022,854239, Other,South Africa,3377
Exports,2022,854239, Other,Spain,5234
Exports,2022,854239, Other,Sri Lanka,200
Exports,2022,854239, Other,Sweden,76667
Exports,2022,854239, Other,Switzerland,62209
Exports,2022,854239, Other,Thailand,1622745
Exports,2022,854239, Other,Tunisia,3992
Exports,2022,854239, Other,T?rkiye,58722
Exports,2022,854239, Other,Ukraine,81
Exports,2022,854239, Other,United Kingdom,53946
Exports,2022,854239, Other,United States,2601920
Exports,2022,854239, Other,Uzbekistan,66
Exports,2022,854239, Other,Viet Nam,1963840
Exports,2022,854239, Other,Virgin Islands British,93
Exports,2022,854290, Parts,Arab Emirates United,0
Exports,2022,854290, Parts,Argentina,21
Exports,2022,854290, Parts,Australia,10
Exports,2022,854290, Parts,Austria,823
Exports,2022,854290, Parts,Bangladesh,0
Exports,2022,854290, Parts,Belgium,4
Exports,2022,854290, Parts,Brazil,115
Exports,2022,854290, Parts,Canada,172
Exports,2022,854290, Parts,Chile,45
Exports,2022,854290, Parts,China,38464
Exports,2022,854290, Parts,Colombia,2
Exports,2022,854290, Parts,Costa Rica,3
Exports,2022,854290, Parts,Czech Republic,4
Exports,2022,854290, Parts,Denmark,79
Exports,2022,854290, Parts,Egypt,11
Exports,2022,854290, Parts,El Salvador,0
Exports,2022,854290, Parts,Finland,6
Exports,2022,854290, Parts,France,18
Exports,2022,854290, Parts,Germany,269
Exports,2022,854290, Parts,Hong Kong,13083
Exports,2022,854290, Parts,Hungary,3
Exports,2022,854290, Parts,India,343
Exports,2022,854290, Parts,Indonesia,9935
Exports,2022,854290, Parts,Israel,19
Exports,2022,854290, Parts,Italy,86
Exports,2022,854290, Parts,Japan,3851
Exports,2022,854290, Parts,Korea Republic of,456
Exports,2022,854290, Parts,Kyrgyzstan,0
Exports,2022,854290, Parts,Lesotho,1
Exports,2022,854290, Parts,Malaysia,10913
Exports,2022,854290, Parts,Malta,1061
Exports,2022,854290, Parts,Marshall Islands,0
Exports,2022,854290, Parts,Mexico,3121
Exports,2022,854290, Parts,Morocco,1002
Exports,2022,854290, Parts,Netherlands,9
Exports,2022,854290, Parts,Peru,1
Exports,2022,854290, Parts,Philippines,17628
Exports,2022,854290, Parts,Poland,9
Exports,2022,854290, Parts,Portugal,15
Exports,2022,854290, Parts,Russian Federation,944
Exports,2022,854290, Parts,Singapore,2536
Exports,2022,854290, Parts,South Africa,37
Exports,2022,854290, Parts,Spain,2
Exports,2022,854290, Parts,Sri Lanka,56
Exports,2022,854290, Parts,Switzerland,93
Exports,2022,854290, Parts,Thailand,8646
Exports,2022,854290, Parts,Tunisia,7
Exports,2022,854290, Parts,United Kingdom,41
Exports,2022,854290, Parts,United States,3374
Exports,2022,854290, Parts,Uzbekistan,11
Exports,2022,854290, Parts,Viet Nam,178
